"","X","url_name","user_name","review_links","Rank","Reviews","Helpful_votes","X._helpful","last_page","scraper"
"6848",6848,"A21LX0AROD73W3","Saman","/gp/cdp/member-reviews/A21LX0AROD73W3/ref=cm_cr_tr_tbl_6848_sar?ie=UTF8&sort_by=MostRecentReview","# 6,848 ",59,214,0.96,5,"Joe"
"6849",6849,"A19FW30E1S22M6","Stanley","/gp/cdp/member-reviews/A19FW30E1S22M6/ref=cm_cr_tr_tbl_6849_sar?ie=UTF8&sort_by=MostRecentReview","# 6,849 ",66,811,0.96,6,"Curtis"
"6850",6850,"AKPYS9VSM3LNX","moose_of_many_waters","/gp/cdp/member-reviews/AKPYS9VSM3LNX/ref=cm_cr_tr_tbl_6850_sar?ie=UTF8&sort_by=MostRecentReview","# 6,850 ",370,3047,0.96,37,"Ryan"
"6851",6851,"A1QECNB6L7TFZT","Breanna Woodrum","/gp/cdp/member-reviews/A1QECNB6L7TFZT/ref=cm_cr_tr_tbl_6851_sar?ie=UTF8&sort_by=MostRecentReview","# 6,851 ",424,234,0.96,42,"Nate"
"6852",6852,"A3BP7TQAFM806X","BookGeek","/gp/cdp/member-reviews/A3BP7TQAFM806X/ref=cm_cr_tr_tbl_6852_sar?ie=UTF8&sort_by=MostRecentReview","# 6,852 ",124,1716,0.96,12,"Joe"
"6853",6853,"A1NZSN4RHG8QEO","cory stucker","/gp/cdp/member-reviews/A1NZSN4RHG8QEO/ref=cm_cr_tr_tbl_6853_sar?ie=UTF8&sort_by=MostRecentReview","# 6,853 ",106,359,0.96,10,"Curtis"
"6854",6854,"A1N9OA03PECA38","Dave Parker","/gp/cdp/member-reviews/A1N9OA03PECA38/ref=cm_cr_tr_tbl_6854_sar?ie=UTF8&sort_by=MostRecentReview","# 6,854 ",489,1407,0.96,48,"Ryan"
"6855",6855,"A36D7WQB72HZB1","Sarah P","/gp/cdp/member-reviews/A36D7WQB72HZB1/ref=cm_cr_tr_tbl_6855_sar?ie=UTF8&sort_by=MostRecentReview","# 6,855 ",101,415,0.96,10,"Nate"
"6856",6856,"AYX4FFM42UGTM","Amanda Clark","/gp/cdp/member-reviews/AYX4FFM42UGTM/ref=cm_cr_tr_tbl_6856_sar?ie=UTF8&sort_by=MostRecentReview","# 6,856 ",415,582,0.96,41,"Joe"
"6857",6857,"AAHMHU6NVAWHG","POKER4FUN","/gp/cdp/member-reviews/AAHMHU6NVAWHG/ref=cm_cr_tr_tbl_6857_sar?ie=UTF8&sort_by=MostRecentReview","# 6,857 ",110,745,0.96,11,"Curtis"
"6858",6858,"A3E8AHUAQEX0QH","Bella Rosa","/gp/cdp/member-reviews/A3E8AHUAQEX0QH/ref=cm_cr_tr_tbl_6858_sar?ie=UTF8&sort_by=MostRecentReview","# 6,858 ",268,908,0.96,26,"Ryan"
"6859",6859,"A2YINLRQKKZRV6","Julie D.","/gp/cdp/member-reviews/A2YINLRQKKZRV6/ref=cm_cr_tr_tbl_6859_sar?ie=UTF8&sort_by=MostRecentReview","# 6,859 ",181,1227,0.96,18,"Nate"
"6860",6860,"AHVWHHTYV3GMP","Charlie Brown","/gp/cdp/member-reviews/AHVWHHTYV3GMP/ref=cm_cr_tr_tbl_6860_sar?ie=UTF8&sort_by=MostRecentReview","# 6,860 ",190,673,0.96,19,"Joe"
"6861",6861,"A3A1OA237FOZFK","#1 Amazon Fan","/gp/cdp/member-reviews/A3A1OA237FOZFK/ref=cm_cr_tr_tbl_6861_sar?ie=UTF8&sort_by=MostRecentReview","# 6,861 ",370,1507,0.96,37,"Curtis"
"6862",6862,"A1Z4EQWDJNCGKZ","Nick","/gp/cdp/member-reviews/A1Z4EQWDJNCGKZ/ref=cm_cr_tr_tbl_6862_sar?ie=UTF8&sort_by=MostRecentReview","# 6,862 ",41,3277,0.96,4,"Ryan"
"6863",6863,"A2O21H6UE4WBRL","Jennifer L. Manchester","/gp/cdp/member-reviews/A2O21H6UE4WBRL/ref=cm_cr_tr_tbl_6863_sar?ie=UTF8&sort_by=MostRecentReview","# 6,863 ",176,918,0.96,17,"Nate"
"6864",6864,"A1AYACY5KT0YOG","Always YA at Heart","/gp/cdp/member-reviews/A1AYACY5KT0YOG/ref=cm_cr_tr_tbl_6864_sar?ie=UTF8&sort_by=MostRecentReview","# 6,864 ",644,766,0.96,64,"Joe"
"6865",6865,"A2BDZAU0Y4J6NB","F. S. L'hoir","/gp/cdp/member-reviews/A2BDZAU0Y4J6NB/ref=cm_cr_tr_tbl_6865_sar?ie=UTF8&sort_by=MostRecentReview","# 6,865 ",392,3345,0.96,39,"Curtis"
"6866",6866,"A26UDW3CADN9U3","Mom","/gp/cdp/member-reviews/A26UDW3CADN9U3/ref=cm_cr_tr_tbl_6866_sar?ie=UTF8&sort_by=MostRecentReview","# 6,866 ",86,1365,0.96,8,"Ryan"
"6867",6867,"A3LAGHXGTU9D1M","Kindle Customer","/gp/cdp/member-reviews/A3LAGHXGTU9D1M/ref=cm_cr_tr_tbl_6867_sar?ie=UTF8&sort_by=MostRecentReview","# 6,867 ",124,716,0.96,12,"Nate"
"6868",6868,"A2CZ32BEORCEPX","McReadsALot","/gp/cdp/member-reviews/A2CZ32BEORCEPX/ref=cm_cr_tr_tbl_6868_sar?ie=UTF8&sort_by=MostRecentReview","# 6,868 ",128,1145,0.96,12,"Joe"
"6869",6869,"A1I9RVVDAYM2FX","Bonnie Cehovet","/gp/cdp/member-reviews/A1I9RVVDAYM2FX/ref=cm_cr_tr_tbl_6869_sar?ie=UTF8&sort_by=MostRecentReview","# 6,869 ",216,1552,0.96,21,"Curtis"
"6870",6870,"AHRSZYWX1DDOQ","Thismomentisfate","/gp/cdp/member-reviews/AHRSZYWX1DDOQ/ref=cm_cr_tr_tbl_6870_sar?ie=UTF8&sort_by=MostRecentReview","# 6,870 ",232,661,0.96,23,"Ryan"
"6871",6871,"A2TI0CVHOSN2WO","Donald DiMaggio","/gp/cdp/member-reviews/A2TI0CVHOSN2WO/ref=cm_cr_tr_tbl_6871_sar?ie=UTF8&sort_by=MostRecentReview","# 6,871 ",154,281,0.96,15,"Nate"
"6872",6872,"A1COCVG17RBAR5","Disciple of Hugeness","/gp/cdp/member-reviews/A1COCVG17RBAR5/ref=cm_cr_tr_tbl_6872_sar?ie=UTF8&sort_by=MostRecentReview","# 6,872 ",168,880,0.96,16,"Joe"
"6873",6873,"A36L9WIM7WM5IG","Richard Sutton","/gp/cdp/member-reviews/A36L9WIM7WM5IG/ref=cm_cr_tr_tbl_6873_sar?ie=UTF8&sort_by=MostRecentReview","# 6,873 ",260,694,0.96,26,"Curtis"
"6874",6874,"A1TP2RW7KDI5AZ","John Werner","/gp/cdp/member-reviews/A1TP2RW7KDI5AZ/ref=cm_cr_tr_tbl_6874_sar?ie=UTF8&sort_by=MostRecentReview","# 6,874 ",407,978,0.96,40,"Ryan"
"6875",6875,"A1GZEEJKGLKGX3","Christopher Petro","/gp/cdp/member-reviews/A1GZEEJKGLKGX3/ref=cm_cr_tr_tbl_6875_sar?ie=UTF8&sort_by=MostRecentReview","# 6,875 ",119,843,0.96,11,"Nate"
"6876",6876,"A13HL9JBGOG5DL","Susan K. Noel","/gp/cdp/member-reviews/A13HL9JBGOG5DL/ref=cm_cr_tr_tbl_6876_sar?ie=UTF8&sort_by=MostRecentReview","# 6,876 ",293,345,0.96,29,"Joe"
"6877",6877,"A2A1W0SZRWHVC2","Erica E","/gp/cdp/member-reviews/A2A1W0SZRWHVC2/ref=cm_cr_tr_tbl_6877_sar?ie=UTF8&sort_by=MostRecentReview","# 6,877 ",217,379,0.96,21,"Curtis"
"6878",6878,"A3VETT43RPHOWL","Theresa Johnson","/gp/cdp/member-reviews/A3VETT43RPHOWL/ref=cm_cr_tr_tbl_6878_sar?ie=UTF8&sort_by=MostRecentReview","# 6,878 ",336,279,0.96,33,"Ryan"
"6879",6879,"A2A1HDK1NXG1S2","turtlex","/gp/cdp/member-reviews/A2A1HDK1NXG1S2/ref=cm_cr_tr_tbl_6879_sar?ie=UTF8&sort_by=MostRecentReview","# 6,879 ",216,3540,0.96,21,"Nate"
"6880",6880,"AMIN22YY2F1LO","haggis","/gp/cdp/member-reviews/AMIN22YY2F1LO/ref=cm_cr_tr_tbl_6880_sar?ie=UTF8&sort_by=MostRecentReview","# 6,880 ",68,338,0.96,6,"Joe"
"6881",6881,"A22OSDSWJNP3NT","Amazon Customer","/gp/cdp/member-reviews/A22OSDSWJNP3NT/ref=cm_cr_tr_tbl_6881_sar?ie=UTF8&sort_by=MostRecentReview","# 6,881 ",306,464,0.96,30,"Curtis"
"6882",6882,"ALDYWG0CPSYUF","Marilyn Dalrymple","/gp/cdp/member-reviews/ALDYWG0CPSYUF/ref=cm_cr_tr_tbl_6882_sar?ie=UTF8&sort_by=MostRecentReview","# 6,882 ",661,2333,0.96,66,"Ryan"
"6883",6883,"A3ANAWY6J3XCFR","Joyful Mama","/gp/cdp/member-reviews/A3ANAWY6J3XCFR/ref=cm_cr_tr_tbl_6883_sar?ie=UTF8&sort_by=MostRecentReview","# 6,883 ",100,466,0.96,10,"Nate"
"6884",6884,"A226KLI54RPSTH","Donna R. Mainville","/gp/cdp/member-reviews/A226KLI54RPSTH/ref=cm_cr_tr_tbl_6884_sar?ie=UTF8&sort_by=MostRecentReview","# 6,884 ",34,846,0.96,3,"Joe"
"6885",6885,"A2R0NV8K4QP2XH","James F","/gp/cdp/member-reviews/A2R0NV8K4QP2XH/ref=cm_cr_tr_tbl_6885_sar?ie=UTF8&sort_by=MostRecentReview","# 6,885 ",168,641,0.96,16,"Curtis"
"6886",6886,"A30B0G0CIOOSQ2","Erik Gfesser","/gp/cdp/member-reviews/A30B0G0CIOOSQ2/ref=cm_cr_tr_tbl_6886_sar?ie=UTF8&sort_by=MostRecentReview","# 6,886 ",300,2245,0.96,30,"Ryan"
"6887",6887,"AD39QGHGWAOPQ","mwreview","/gp/cdp/member-reviews/AD39QGHGWAOPQ/ref=cm_cr_tr_tbl_6887_sar?ie=UTF8&sort_by=MostRecentReview","# 6,887 ",815,10143,0.96,81,"Nate"
"6888",6888,"A3ERHMCSV51U3V","Tag Powell","/gp/cdp/member-reviews/A3ERHMCSV51U3V/ref=cm_cr_tr_tbl_6888_sar?ie=UTF8&sort_by=MostRecentReview","# 6,888 ",304,370,0.96,30,"Joe"
"6889",6889,"A1V4NOZMMCUGQB","Note 3","/gp/cdp/member-reviews/A1V4NOZMMCUGQB/ref=cm_cr_tr_tbl_6889_sar?ie=UTF8&sort_by=MostRecentReview","# 6,889 ",19,1508,0.96,1,"Curtis"
"6890",6890,"AHBAPWRL8KJZF","Momma Green","/gp/cdp/member-reviews/AHBAPWRL8KJZF/ref=cm_cr_tr_tbl_6890_sar?ie=UTF8&sort_by=MostRecentReview","# 6,890 ",147,627,0.96,14,"Ryan"
"6891",6891,"A1PJX7Y2V3SICE","AndreaF","/gp/cdp/member-reviews/A1PJX7Y2V3SICE/ref=cm_cr_tr_tbl_6891_sar?ie=UTF8&sort_by=MostRecentReview","# 6,891 ",156,1118,0.96,15,"Nate"
"6892",6892,"A2UM324B00HBC8","Chewbacachew","/gp/cdp/member-reviews/A2UM324B00HBC8/ref=cm_cr_tr_tbl_6892_sar?ie=UTF8&sort_by=MostRecentReview","# 6,892 ",151,479,0.96,15,"Joe"
"6893",6893,"A3H7HYC9HIQAAQ","Jon Broxton","/gp/cdp/member-reviews/A3H7HYC9HIQAAQ/ref=cm_cr_tr_tbl_6893_sar?ie=UTF8&sort_by=MostRecentReview","# 6,893 ",305,3087,0.96,30,"Curtis"
"6894",6894,"A3BFYXLSAD5YCL","Elizabeth from Crazii B!tches Book Blog","/gp/cdp/member-reviews/A3BFYXLSAD5YCL/ref=cm_cr_tr_tbl_6894_sar?ie=UTF8&sort_by=MostRecentReview","# 6,894 ",315,311,0.96,31,"Ryan"
"6895",6895,"A3KZLIEGCSSM5L","1104","/gp/cdp/member-reviews/A3KZLIEGCSSM5L/ref=cm_cr_tr_tbl_6895_sar?ie=UTF8&sort_by=MostRecentReview","# 6,895 ",425,625,0.96,42,"Nate"
"6896",6896,"AJ2ICMO59T3H","J. M. Taylor","/gp/cdp/member-reviews/AJ2ICMO59T3H/ref=cm_cr_tr_tbl_6896_sar?ie=UTF8&sort_by=MostRecentReview","# 6,896 ",192,1517,0.96,19,"Joe"
"6897",6897,"A3DJXS3PFBB48P","Woodlandtrails","/gp/cdp/member-reviews/A3DJXS3PFBB48P/ref=cm_cr_tr_tbl_6897_sar?ie=UTF8&sort_by=MostRecentReview","# 6,897 ",323,2044,0.96,32,"Curtis"
"6898",6898,"A36JK2BSXS0U43","Caraleisa","/gp/cdp/member-reviews/A36JK2BSXS0U43/ref=cm_cr_tr_tbl_6898_sar?ie=UTF8&sort_by=MostRecentReview","# 6,898 ",161,1699,0.96,16,"Ryan"
"6899",6899,"A1FPHI7OOOBH1T","sergei kochkin","/gp/cdp/member-reviews/A1FPHI7OOOBH1T/ref=cm_cr_tr_tbl_6899_sar?ie=UTF8&sort_by=MostRecentReview","# 6,899 ",279,946,0.96,27,"Nate"
"6900",6900,"A2LR03AY7BLCWS","Schutzenschnurr","/gp/cdp/member-reviews/A2LR03AY7BLCWS/ref=cm_cr_tr_tbl_6900_sar?ie=UTF8&sort_by=MostRecentReview","# 6,900 ",163,465,0.96,16,"Joe"
"6901",6901,"A3B13VB8CWO3E6","David Robert","/gp/cdp/member-reviews/A3B13VB8CWO3E6/ref=cm_cr_tr_tbl_6901_sar?ie=UTF8&sort_by=MostRecentReview","# 6,901 ",48,1801,0.96,4,"Curtis"
"6902",6902,"AR9RKLQQC2L6K","Christy Loves 2 Read","/gp/cdp/member-reviews/AR9RKLQQC2L6K/ref=cm_cr_tr_tbl_6902_sar?ie=UTF8&sort_by=MostRecentReview","# 6,902 ",1425,858,0.96,142,"Ryan"
"6903",6903,"A3RK5D0VVDGCPP","Josh Mauthe","/gp/cdp/member-reviews/A3RK5D0VVDGCPP/ref=cm_cr_tr_tbl_6903_sar?ie=UTF8&sort_by=MostRecentReview","# 6,903 ",620,981,0.96,62,"Nate"
"6904",6904,"A2VX1KP8I6IFD3","Bob R.","/gp/cdp/member-reviews/A2VX1KP8I6IFD3/ref=cm_cr_tr_tbl_6904_sar?ie=UTF8&sort_by=MostRecentReview","# 6,904 ",203,664,0.96,20,"Joe"
"6905",6905,"ANS3TWQTZLXGN","C. Toste","/gp/cdp/member-reviews/ANS3TWQTZLXGN/ref=cm_cr_tr_tbl_6905_sar?ie=UTF8&sort_by=MostRecentReview","# 6,905 ",451,598,0.96,45,"Curtis"
"6906",6906,"A2LY3V2NLZIL68","HannahPilar","/gp/cdp/member-reviews/A2LY3V2NLZIL68/ref=cm_cr_tr_tbl_6906_sar?ie=UTF8&sort_by=MostRecentReview","# 6,906 ",292,328,0.96,29,"Ryan"
"6907",6907,"A1MUZQJVSQLLK3","Norma","/gp/cdp/member-reviews/A1MUZQJVSQLLK3/ref=cm_cr_tr_tbl_6907_sar?ie=UTF8&sort_by=MostRecentReview","# 6,907 ",576,236,0.96,57,"Nate"
"6908",6908,"A1NYV9VFD7H0I7","methylamine","/gp/cdp/member-reviews/A1NYV9VFD7H0I7/ref=cm_cr_tr_tbl_6908_sar?ie=UTF8&sort_by=MostRecentReview","# 6,908 ",78,1412,0.96,7,"Joe"
"6909",6909,"A336R5WQX0S6O9","ZR1000","/gp/cdp/member-reviews/A336R5WQX0S6O9/ref=cm_cr_tr_tbl_6909_sar?ie=UTF8&sort_by=MostRecentReview","# 6,909 ",303,516,0.96,30,"Curtis"
"6910",6910,"A1ZSMVTKEFEA8C","Amazon Customer","/gp/cdp/member-reviews/A1ZSMVTKEFEA8C/ref=cm_cr_tr_tbl_6910_sar?ie=UTF8&sort_by=MostRecentReview","# 6,910 ",518,795,0.96,51,"Ryan"
"6911",6911,"A1K31E7YNVQRIT","E.K.","/gp/cdp/member-reviews/A1K31E7YNVQRIT/ref=cm_cr_tr_tbl_6911_sar?ie=UTF8&sort_by=MostRecentReview","# 6,911 ",299,747,0.96,29,"Nate"
"6912",6912,"A2BWST7ZPUL3VE","Marleen","/gp/cdp/member-reviews/A2BWST7ZPUL3VE/ref=cm_cr_tr_tbl_6912_sar?ie=UTF8&sort_by=MostRecentReview","# 6,912 ",305,551,0.96,30,"Joe"
"6913",6913,"A3HNBLO0KIJVTS","paper tiger","/gp/cdp/member-reviews/A3HNBLO0KIJVTS/ref=cm_cr_tr_tbl_6913_sar?ie=UTF8&sort_by=MostRecentReview","# 6,913 ",177,1965,0.96,17,"Curtis"
"6914",6914,"A38H4XCCPLRF93","L. Maynard","/gp/cdp/member-reviews/A38H4XCCPLRF93/ref=cm_cr_tr_tbl_6914_sar?ie=UTF8&sort_by=MostRecentReview","# 6,914 ",431,1330,0.96,43,"Ryan"
"6915",6915,"A61JD1UBOIXCK","J. Buss","/gp/cdp/member-reviews/A61JD1UBOIXCK/ref=cm_cr_tr_tbl_6915_sar?ie=UTF8&sort_by=MostRecentReview","# 6,915 ",173,466,0.96,17,"Nate"
"6916",6916,"ACAXV4V8PBCE3","Texas Rose","/gp/cdp/member-reviews/ACAXV4V8PBCE3/ref=cm_cr_tr_tbl_6916_sar?ie=UTF8&sort_by=MostRecentReview","# 6,916 ",595,999,0.96,59,"Joe"
"6917",6917,"A3L506U52CHWBK","True Story","/gp/cdp/member-reviews/A3L506U52CHWBK/ref=cm_cr_tr_tbl_6917_sar?ie=UTF8&sort_by=MostRecentReview","# 6,917 ",178,265,0.96,17,"Curtis"
"6918",6918,"A8X8D4BUY5DFU","Joe Seda","/gp/cdp/member-reviews/A8X8D4BUY5DFU/ref=cm_cr_tr_tbl_6918_sar?ie=UTF8&sort_by=MostRecentReview","# 6,918 ",776,963,0.96,77,"Ryan"
"6919",6919,"A1PEKEZTSDJAVH","Eric San Juan","/gp/cdp/member-reviews/A1PEKEZTSDJAVH/ref=cm_cr_tr_tbl_6919_sar?ie=UTF8&sort_by=MostRecentReview","# 6,919 ",391,1716,0.96,39,"Nate"
"6920",6920,"A12U3096W3OYT1","Jas999","/gp/cdp/member-reviews/A12U3096W3OYT1/ref=cm_cr_tr_tbl_6920_sar?ie=UTF8&sort_by=MostRecentReview","# 6,920 ",89,336,0.96,8,"Joe"
"6921",6921,"A3RI2C0RY4DHK","Chris","/gp/cdp/member-reviews/A3RI2C0RY4DHK/ref=cm_cr_tr_tbl_6921_sar?ie=UTF8&sort_by=MostRecentReview","# 6,921 ",183,620,0.96,18,"Curtis"
"6922",6922,"A20A9P8EJ5BREG","hasselaar","/gp/cdp/member-reviews/A20A9P8EJ5BREG/ref=cm_cr_tr_tbl_6922_sar?ie=UTF8&sort_by=MostRecentReview","# 6,922 ",347,1665,0.96,34,"Ryan"
"6923",6923,"A117B3QAGUDV1O","Roman M","/gp/cdp/member-reviews/A117B3QAGUDV1O/ref=cm_cr_tr_tbl_6923_sar?ie=UTF8&sort_by=MostRecentReview","# 6,923 ",63,3649,0.96,6,"Nate"
"6924",6924,"A37WSPUFPY8LL9","endlesswonderofreading","/gp/cdp/member-reviews/A37WSPUFPY8LL9/ref=cm_cr_tr_tbl_6924_sar?ie=UTF8&sort_by=MostRecentReview","# 6,924 ",435,1143,0.96,43,"Joe"
"6925",6925,"ARCNXP1PW7LR4","SusanInSFL","/gp/cdp/member-reviews/ARCNXP1PW7LR4/ref=cm_cr_tr_tbl_6925_sar?ie=UTF8&sort_by=MostRecentReview","# 6,925 ",302,584,0.96,30,"Curtis"
"6926",6926,"A3EQQP0LD4Z375","Dr. Lee D. Carlson","/gp/cdp/member-reviews/A3EQQP0LD4Z375/ref=cm_cr_tr_tbl_6926_sar?ie=UTF8&sort_by=MostRecentReview","# 6,926 ",1077,18007,0.96,107,"Ryan"
"6927",6927,"ABONOUZF4AB47","Tiffany Marie","/gp/cdp/member-reviews/ABONOUZF4AB47/ref=cm_cr_tr_tbl_6927_sar?ie=UTF8&sort_by=MostRecentReview","# 6,927 ",169,559,0.96,16,"Nate"
"6928",6928,"A3IY5KHJ0VPLAP","bonnie_blu","/gp/cdp/member-reviews/A3IY5KHJ0VPLAP/ref=cm_cr_tr_tbl_6928_sar?ie=UTF8&sort_by=MostRecentReview","# 6,928 ",359,860,0.96,35,"Joe"
"6929",6929,"ATJE929ETFFNH","Fred","/gp/cdp/member-reviews/ATJE929ETFFNH/ref=cm_cr_tr_tbl_6929_sar?ie=UTF8&sort_by=MostRecentReview","# 6,929 ",406,2026,0.96,40,"Curtis"
"6930",6930,"AR18DH5SL9F73","David M. Lewis","/gp/cdp/member-reviews/AR18DH5SL9F73/ref=cm_cr_tr_tbl_6930_sar?ie=UTF8&sort_by=MostRecentReview","# 6,930 ",164,580,0.96,16,"Ryan"
"6931",6931,"A1MND3QHN446KD","Kat","/gp/cdp/member-reviews/A1MND3QHN446KD/ref=cm_cr_tr_tbl_6931_sar?ie=UTF8&sort_by=MostRecentReview","# 6,931 ",1015,565,0.96,101,"Nate"
"6932",6932,"A2BGA5EF36AD07","R. Harvey","/gp/cdp/member-reviews/A2BGA5EF36AD07/ref=cm_cr_tr_tbl_6932_sar?ie=UTF8&sort_by=MostRecentReview","# 6,932 ",99,1774,0.96,9,"Joe"
"6933",6933,"AP5QZN52YQLIP","Marty F","/gp/cdp/member-reviews/AP5QZN52YQLIP/ref=cm_cr_tr_tbl_6933_sar?ie=UTF8&sort_by=MostRecentReview","# 6,933 ",61,575,0.96,6,"Curtis"
"6934",6934,"A1SN1Z9QDPLZVZ","Reviewer431","/gp/cdp/member-reviews/A1SN1Z9QDPLZVZ/ref=cm_cr_tr_tbl_6934_sar?ie=UTF8&sort_by=MostRecentReview","# 6,934 ",188,309,0.96,18,"Ryan"
"6935",6935,"A3JX8YZV9E1Y84","Richard of Connecticut","/gp/cdp/member-reviews/A3JX8YZV9E1Y84/ref=cm_cr_tr_tbl_6935_sar?ie=UTF8&sort_by=MostRecentReview","# 6,935 ",237,14729,0.96,23,"Nate"
"6936",6936,"A2RG1B0K8YBJ4A","Mac Coder","/gp/cdp/member-reviews/A2RG1B0K8YBJ4A/ref=cm_cr_tr_tbl_6936_sar?ie=UTF8&sort_by=MostRecentReview","# 6,936 ",292,752,0.96,29,"Joe"
"6937",6937,"AGXV8E7XK9J6H","Brian Koch","/gp/cdp/member-reviews/AGXV8E7XK9J6H/ref=cm_cr_tr_tbl_6937_sar?ie=UTF8&sort_by=MostRecentReview","# 6,937 ",370,3805,0.96,37,"Curtis"
"6938",6938,"A2IITMNU3ZLUTU","Holly","/gp/cdp/member-reviews/A2IITMNU3ZLUTU/ref=cm_cr_tr_tbl_6938_sar?ie=UTF8&sort_by=MostRecentReview","# 6,938 ",611,1425,0.96,61,"Ryan"
"6939",6939,"A3SGRLT3AYY56L","SarahR","/gp/cdp/member-reviews/A3SGRLT3AYY56L/ref=cm_cr_tr_tbl_6939_sar?ie=UTF8&sort_by=MostRecentReview","# 6,939 ",222,613,0.96,22,"Nate"
"6940",6940,"A9TJ1ZSTUF9BV","Phasr","/gp/cdp/member-reviews/A9TJ1ZSTUF9BV/ref=cm_cr_tr_tbl_6940_sar?ie=UTF8&sort_by=MostRecentReview","# 6,940 ",442,352,0.96,44,"Joe"
"6941",6941,"A2K0QLST7946WU","AQBoston","/gp/cdp/member-reviews/A2K0QLST7946WU/ref=cm_cr_tr_tbl_6941_sar?ie=UTF8&sort_by=MostRecentReview","# 6,941 ",215,373,0.96,21,"Curtis"
"6942",6942,"A1JONOGNOXXPKA","Reviewing Mama","/gp/cdp/member-reviews/A1JONOGNOXXPKA/ref=cm_cr_tr_tbl_6942_sar?ie=UTF8&sort_by=MostRecentReview","# 6,942 ",692,244,0.96,69,"Ryan"
"6943",6943,"A3MF7GVY679X21","Samantha ( LSK Sweetheart Reviews ) & ( Sammy Sue's Reviews )","/gp/cdp/member-reviews/A3MF7GVY679X21/ref=cm_cr_tr_tbl_6943_sar?ie=UTF8&sort_by=MostRecentReview","# 6,943 ",387,474,0.96,38,"Nate"
"6944",6944,"A2L0NZR1CSYSBP","rayjoe","/gp/cdp/member-reviews/A2L0NZR1CSYSBP/ref=cm_cr_tr_tbl_6944_sar?ie=UTF8&sort_by=MostRecentReview","# 6,944 ",1064,206,0.96,106,"Joe"
"6945",6945,"A1BB4GQRNR6CE6","Gi Fine","/gp/cdp/member-reviews/A1BB4GQRNR6CE6/ref=cm_cr_tr_tbl_6945_sar?ie=UTF8&sort_by=MostRecentReview","# 6,945 ",131,517,0.96,13,"Curtis"
"6946",6946,"A1XTKGUFYK5DPR","Lipps","/gp/cdp/member-reviews/A1XTKGUFYK5DPR/ref=cm_cr_tr_tbl_6946_sar?ie=UTF8&sort_by=MostRecentReview","# 6,946 ",313,400,0.96,31,"Ryan"
"6947",6947,"A3Q1J68QY1MZQ9","Nopity Nopelstein","/gp/cdp/member-reviews/A3Q1J68QY1MZQ9/ref=cm_cr_tr_tbl_6947_sar?ie=UTF8&sort_by=MostRecentReview","# 6,947 ",434,1485,0.96,43,"Nate"
"6948",6948,"AUR9OG1PGI3Z9","Bladerunner B26354","/gp/cdp/member-reviews/AUR9OG1PGI3Z9/ref=cm_cr_tr_tbl_6948_sar?ie=UTF8&sort_by=MostRecentReview","# 6,948 ",174,1763,0.96,17,"Joe"
"6949",6949,"A1TT5T47AVDDBM","Mcgivern Owen L","/gp/cdp/member-reviews/A1TT5T47AVDDBM/ref=cm_cr_tr_tbl_6949_sar?ie=UTF8&sort_by=MostRecentReview","# 6,949 ",573,4063,0.96,57,"Curtis"
"6950",6950,"A2KQPQZX4E08Z0","Amazon Customer","/gp/cdp/member-reviews/A2KQPQZX4E08Z0/ref=cm_cr_tr_tbl_6950_sar?ie=UTF8&sort_by=MostRecentReview","# 6,950 ",251,650,0.96,25,"Ryan"
"6951",6951,"A12AT4IWHODYRP","J. Sacher","/gp/cdp/member-reviews/A12AT4IWHODYRP/ref=cm_cr_tr_tbl_6951_sar?ie=UTF8&sort_by=MostRecentReview","# 6,951 ",168,1186,0.96,16,"Nate"
"6952",6952,"A2L0F2T1DLTNT8","Allan A.","/gp/cdp/member-reviews/A2L0F2T1DLTNT8/ref=cm_cr_tr_tbl_6952_sar?ie=UTF8&sort_by=MostRecentReview","# 6,952 ",152,1020,0.96,15,"Joe"
"6953",6953,"A20URBLXF2Z90G","lisamarie552","/gp/cdp/member-reviews/A20URBLXF2Z90G/ref=cm_cr_tr_tbl_6953_sar?ie=UTF8&sort_by=MostRecentReview","# 6,953 ",246,209,0.96,24,"Curtis"
"6954",6954,"A051031720LRP8G7QH35R","MaryPoppins","/gp/cdp/member-reviews/A051031720LRP8G7QH35R/ref=cm_cr_tr_tbl_6954_sar?ie=UTF8&sort_by=MostRecentReview","# 6,954 ",133,207,0.96,13,"Ryan"
"6955",6955,"A1HTFPIU12IXSM","Jamais sans mon minou","/gp/cdp/member-reviews/A1HTFPIU12IXSM/ref=cm_cr_tr_tbl_6955_sar?ie=UTF8&sort_by=MostRecentReview","# 6,955 ",71,1066,0.96,7,"Nate"
"6956",6956,"A23N5GILA6AX04","S. R. Schnur","/gp/cdp/member-reviews/A23N5GILA6AX04/ref=cm_cr_tr_tbl_6956_sar?ie=UTF8&sort_by=MostRecentReview","# 6,956 ",388,1473,0.96,38,"Joe"
"6957",6957,"A2GP4EJIAA2OE0","ShoeHeaux","/gp/cdp/member-reviews/A2GP4EJIAA2OE0/ref=cm_cr_tr_tbl_6957_sar?ie=UTF8&sort_by=MostRecentReview","# 6,957 ",540,395,0.96,54,"Curtis"
